"imdb","trakt_id","watched_at","title","year","slug"
"tt0142243","25366","2019-11-11T14:16:29.000Z","b'Dragon Ball Z: Wrath of the Dragon'","1995","dragon-ball-z-wrath-of-the-dragon-1995"
"tt0142251","25395","2019-11-11T14:16:29.000Z","b'Dragon Ball: Curse of the Blood Rubies'","1986","dragon-ball-curse-of-the-blood-rubies-1986"
"tt4008518","66842","2019-11-11T14:16:29.000Z","b'Dragon Ball: Plan to Eradicate the Super Saiyans'","2010","dragon-ball-plan-to-eradicate-the-super-saiyans-2010"
"tt0142247","25540","2019-11-11T14:15:51.000Z","b'Dragon Ball Z: The History of Trunks'","1993","dragon-ball-z-the-history-of-trunks-1993"
"tt9495224","421031","2019-11-11T14:13:47.000Z","b'Black Mirror: Bandersnatch'","2018","black-mirror-bandersnatch-2018"
"tt0142245","25539","2019-11-11T14:13:24.000Z","b'Dragon Ball Z: Bardock - The Father of Goku'","1990","dragon-ball-z-bardock-the-father-of-goku-1990"
"tt0448011","8207","2019-11-11T14:13:16.000Z","b'Knowing'","2009","knowing-2009"
"tt2649554","149556","2019-11-11T14:13:16.000Z","b'Midnight Special'","2016","midnight-special-2016"
"tt1389072","214603","2019-11-11T14:13:05.000Z","b'Downsizing'","2017","downsizing-2017"
"tt7605074","386938","2019-11-11T14:12:29.000Z","b'The Wandering Earth'","2019","the-wandering-earth-2019"
"tt1549572","39404","2019-11-11T12:31:08.000Z","b'Another Earth'","2011","another-earth-2011"
"tt2884206","148745","2019-11-10T20:13:07.000Z","b'I Origins'","2014","i-origins-2014"
"tt2058673","156888","2019-11-10T09:35:36.000Z","b'Point Break'","2015","point-break-2015"
"tt1291570","219987","2019-11-10T09:35:08.000Z","b'Solace'","2015","solace-2015"
"tt2820852","107556","2019-11-10T09:33:28.000Z","b'Furious 7'","2015","furious-7-2015"
"tt0386588","4225","2019-11-10T09:31:20.000Z","b'Hitch'","2005","hitch-2005"
"tt0172156","4429","2019-11-10T09:31:07.000Z","b'Bad Boys II'","2003","bad-boys-ii-2003"
"tt0112442","5003","2019-11-10T09:31:07.000Z","b'Bad Boys'","1995","bad-boys-1995"
"tt0944835","16981","2019-11-10T09:28:35.000Z","b'Salt'","2010","salt-2010"
"tt0493464","4392","2019-11-10T09:28:35.000Z","b'Wanted'","2008","wanted-2008"
"tt0187078","4951","2019-11-10T09:28:12.000Z","b'Gone in Sixty Seconds'","2000","gone-in-sixty-seconds-2000"
"tt0146316","1356","2019-11-10T09:28:08.000Z","b'Lara Croft: Tomb Raider'","2001","lara-croft-tomb-raider-2001"
"tt4334266","197051","2019-11-09T16:01:22.000Z","b'The Bad Batch'","2017","the-bad-batch-2017"
"tt0433035","25482","2019-11-09T14:07:01.000Z","b'Real Steel'","2011","real-steel-2011"
"tt0386140","1101","2019-11-09T14:06:25.000Z","b'The Legend of Zorro'","2005","the-legend-of-zorro-2005"
"tt0120647","4258","2019-11-09T14:04:51.000Z","b'Deep Impact'","1998","deep-impact-1998"
"tt0112642","4330","2019-11-09T14:04:35.000Z","b'Casper'","1995","casper-1995"
"tt0099088","159","2019-11-09T14:03:57.000Z","b'Back to the Future Part III'","1990","back-to-the-future-part-iii-1990"
"tt0096874","130","2019-11-09T14:03:57.000Z","b'Back to the Future Part II'","1989","back-to-the-future-part-ii-1989"
"tt0086491","9288","2019-11-09T14:03:33.000Z","b'Twilight Zone: The Movie'","1983","twilight-zone-the-movie-1983"
"tt0084516","487","2019-11-09T14:03:33.000Z","b'Poltergeist'","1982","poltergeist-1982"
"tt1464540","31930","2019-11-09T13:58:55.000Z","b'I Am Number Four'","2011","i-am-number-four-2011"
"tt1179056","14148","2019-11-09T13:58:55.000Z","b'A Nightmare on Elm Street'","2010","a-nightmare-on-elm-street-2010"
"tt0420294","5942","2019-11-09T13:58:17.000Z","b'The Texas Chainsaw Massacre: The Beginning'","2006","the-texas-chainsaw-massacre-the-beginning-2006"
"tt0384806","5286","2019-11-09T13:57:46.000Z","b'The Amityville Horror'","2005","the-amityville-horror-2005"
"tt0324216","4664","2019-11-09T13:57:46.000Z","b'The Texas Chainsaw Massacre'","2003","the-texas-chainsaw-massacre-2003"
"tt0395756","293657","2019-11-09T13:55:16.000Z","b'The Secret Origin of X-Men'","2003","the-secret-origin-of-x-men-2003"
"tt0285761","293982","2019-11-09T13:54:35.000Z","b'X-Men: The Mutant Watch'","2000","x-men-the-mutant-watch-2000"
"tt0435705","1166","2019-11-09T13:54:02.000Z","b'Next'","2007","next-2007"
"tt3774114","195472","2019-11-09T13:47:19.000Z","b'Snowden'","2016","snowden-2016"
"tt1649443","116231","2019-11-03T10:23:39.000Z","b'[REC]\xe2\x81\xb4 Apocalypse'","2014","rec-apocalypse-2014"
"tt0113492","4768","2019-11-03T10:19:21.000Z","b'Judge Dredd'","1995","judge-dredd-1995"
"tt1231583","27656","2019-11-03T10:16:53.000Z","b'Due Date'","2010","due-date-2010"
"tt0480687","34041","2019-11-03T10:15:34.000Z","b'Hall Pass'","2011","hall-pass-2011"
"tt1078912","11228","2019-11-03T10:15:30.000Z","b'Night at the Museum: Battle of the Smithsonian'","2009","night-at-the-museum-battle-of-the-smithsonian-2009"
"tt0477347","1048","2019-11-03T10:15:29.000Z","b'Night at the Museum'","2006","night-at-the-museum-2006"
"tt0335438","4673","2019-11-03T10:15:14.000Z","b'Starsky & Hutch'","2004","starsky-hutch-2004"
"tt0108485","86960","2019-11-02T23:23:36.000Z","b'Vibroboy'","1994","vibroboy-1994"
"tt5913798","352645","2019-11-02T13:31:13.000Z","b'Wounds'","2019","wounds-2019"
"tt2005151","217987","2019-11-01T17:16:07.000Z","b'War Dogs'","2016","war-dogs-2016"
"tt0918940","158008","2019-10-28T20:27:09.000Z","b'The Legend of Tarzan'","2016","the-legend-of-tarzan-2016"
"tt0119116","14","2019-10-15T05:19:06.000Z","b'The Fifth Element'","1997","the-fifth-element-1997"
"tt0159097","969","2019-10-04T19:12:47.000Z","b'The Virgin Suicides'","1999","the-virgin-suicides-1999"
"tt6320628","273537","2019-10-01T17:46:47.000Z","b'Spider-Man: Far from Home'","2019","spider-man-far-from-home-2019"
"tt0257076","4557","2019-08-27T19:25:29.000Z","b'S.W.A.T.'","2003","s-w-a-t-2003"
"tt0489099","4088","2019-08-27T19:25:19.000Z","b'Jumper'","2008","jumper-2008"
"tt0295701","3912","2019-08-27T19:24:58.000Z","b'xXx'","2002","xxx-2002"
"tt1293847","33214","2019-08-27T19:24:54.000Z","b'xXx: Return of Xander Cage'","2017","xxx-return-of-xander-cage-2017"
"tt1314655","29781","2019-08-27T19:21:49.000Z","b'Devil'","2010","devil-2010"
"tt5464234","299055","2019-08-27T19:21:21.000Z","b'Kill Switch'","2017","kill-switch-2017"
"tt0097428","1967","2019-08-27T19:21:01.000Z","b'Ghostbusters II'","1989","ghostbusters-ii-1989"
"tt1289401","28880","2019-08-27T19:21:00.000Z","b'Ghostbusters'","2016","ghostbusters-2016"
"tt4995776","312184","2019-08-27T19:20:39.000Z","b'The Red Sea Diving Resort'","2019","the-red-sea-diving-resort-2019"
"tt0454921","933","2019-08-27T19:20:20.000Z","b'The Pursuit of Happyness'","2006","the-pursuit-of-happyness-2006"
"tt2106651","205221","2019-08-27T19:18:59.000Z","b'Spectral'","2016","spectral-2016"
"tt1706620","77887","2019-08-27T19:18:44.000Z","b'Snowpiercer'","2013","snowpiercer-2013"
"tt0134847","1863","2019-08-27T19:18:16.000Z","b'Pitch Black'","2000","pitch-black-2000"
"tt0134847","1863","2019-08-27T19:18:16.000Z","b'Pitch Black'","2000","pitch-black-2000"
"tt1411250","65712","2019-08-27T19:18:06.000Z","b'Riddick'","2013","riddick-2013"
"tt0296572","1865","2019-08-27T19:17:57.000Z","b'The Chronicles of Riddick'","2004","the-chronicles-of-riddick-2004"
"tt1735898","41918","2019-08-27T19:17:50.000Z","b'Snow White and the Huntsman'","2012","snow-white-and-the-huntsman-2012"
"tt7315484","375504","2019-08-27T19:17:21.000Z","b'The Silence'","2019","the-silence-2019"
"tt1815862","61872","2019-08-27T19:16:19.000Z","b'After Earth'","2013","after-earth-2013"
"tt1809398","139000","2019-08-27T19:15:59.000Z","b'Unbroken'","2014","unbroken-2014"
"tt0864761","7505","2019-08-27T19:14:54.000Z","b'The Duchess'","2008","the-duchess-2008"
"tt3387542","210361","2019-08-27T19:14:37.000Z","b'The Forest'","2016","the-forest-2016"
"tt2625810","219453","2019-08-27T19:14:27.000Z","b'Into the Forest'","2016","into-the-forest-2016"
"tt4576612","223686","2019-08-27T19:13:48.000Z","b""Comment c'est Loin""","2015","comment-c-est-loin-2015"
"tt3552892","166564","2019-08-27T19:13:19.000Z","b'Hungerford'","2014","hungerford-2014"
"tt4357394","326323","2019-08-27T19:12:56.000Z","b'Tau'","2018","tau-2018"
"tt1564585","28549","2019-08-27T19:11:17.000Z","b'Skyline'","2010","skyline-2010"
"tt7280898","322004","2019-08-27T19:10:30.000Z","b'22 July'","2018","22-july-2018"
"tt1757912","44244","2019-08-27T19:08:24.000Z","b'Titeuf'","2011","titeuf-2011"
"tt0406375","3749","2019-08-27T19:08:11.000Z","b'Zathura: A Space Adventure'","2005","zathura-a-space-adventure-2005"
"tt5638642","280968","2019-08-27T19:07:39.000Z","b'The Ritual'","2017","the-ritual-2017"
"tt0387808","3936","2019-08-27T19:07:11.000Z","b'Idiocracy'","2006","idiocracy-2006"
"tt5929776","256341","2019-08-27T19:07:00.000Z","b'Before the Flood'","2016","before-the-flood-2016"
"tt8126390","367926","2019-08-27T19:06:50.000Z","b'The Most Unknown'","2018","the-most-unknown-2018"
"tt5702566","307104","2019-08-27T19:06:15.000Z","b'Stasis'","2017","stasis-2017"
"tt0430105","4115","2019-08-27T19:05:59.000Z","b'Four Brothers'","2005","four-brothers-2005"
"tt0808146","4099","2019-08-27T19:05:37.000Z","b'American Pie Presents: The Naked Mile'","2006","american-pie-presents-the-naked-mile-2006"
"tt0476680","10347","2019-08-27T19:04:53.000Z","b'Naruto the Movie: Ninja Clash in the Land of Snow'","2004","naruto-the-movie-ninja-clash-in-the-land-of-snow-2004"
"tt1703048","35500","2019-08-27T19:04:29.000Z","b'Naruto Shippuden the Movie: The Lost Tower'","2010","naruto-shippuden-the-movie-the-lost-tower-2010"
"tt4618398","221717","2019-08-27T19:04:10.000Z","b'Boruto: Naruto the Movie'","2015","boruto-naruto-the-movie-2015"
"tt3717532","198234","2019-08-27T19:04:07.000Z","b'The Last: Naruto the Movie'","2014","the-last-naruto-the-movie-2014"
"tt0106677","4849","2019-08-27T19:03:06.000Z","b'Dazed and Confused'","1993","dazed-and-confused-1993"
"tt2654572","223959","2019-08-27T19:02:50.000Z","b'The Preppie Connection'","2016","the-preppie-connection-2016"
"tt0119528","1071","2019-08-27T19:02:11.000Z","b'Liar Liar'","1997","liar-liar-1997"
"tt5596398","248835","2019-08-27T19:01:41.000Z","b'Down the Deep, Dark Web'","2016","down-the-deep-dark-web-2016"
"tt2923316","151731","2019-08-27T19:01:00.000Z","b'American Heist'","2014","american-heist-2014"
"tt0317740","4929","2019-08-27T19:00:49.000Z","b'The Italian Job'","2003","the-italian-job-2003"
"tt0200465","4339","2019-08-27T19:00:49.000Z","b'The Bank Job'","2008","the-bank-job-2008"
"tt2568862","225931","2019-08-27T19:00:47.000Z","b'Going in Style'","2017","going-in-style-2017"
"tt1464763","244321","2019-08-27T18:59:22.000Z","b'Mute'","2018","mute-2018"
"tt0471042","42338","2019-08-27T18:58:18.000Z","b'Tower Heist'","2011","tower-heist-2011"
"tt1045658","61867","2019-08-27T18:57:48.000Z","b'Silver Linings Playbook'","2012","silver-linings-playbook-2012"
"tt6700846","301356","2019-08-27T18:57:19.000Z","b'AlphaGo'","2017","alphago-2017"
"tt1622547","44675","2019-08-27T18:57:02.000Z","b'30 Minutes or Less'","2011","30-minutes-or-less-2011"
"tt0486822","4095","2019-08-27T18:56:42.000Z","b'Disturbia'","2007","disturbia-2007"
"tt1663662","50139","2019-08-27T18:56:17.000Z","b'Pacific Rim'","2013","pacific-rim-2013"
"tt2011311","124784","2019-08-27T18:56:02.000Z","b'The Outsider'","2018","the-outsider-2018"
"tt0109040","2026","2019-08-27T18:55:40.000Z","b'Ace Ventura: Pet Detective'","1994","ace-ventura-pet-detective-1994"
"tt7110510","370694","2019-08-27T18:55:12.000Z","b'Les Affam\xc3\xa9s'","2018","les-affames-2018"
"tt0267804","5956","2019-08-27T18:54:58.000Z","b'The One'","2001","the-one-2001"
"tt1905041","62123","2019-08-27T18:54:41.000Z","b'Fast & Furious 6'","2013","fast-furious-6-2013"
"tt7130832","345963","2019-08-27T18:54:21.000Z","b'Alien Contact: Outer Space'","2017","alien-contact-outer-space-2017"
"tt0095444","10022","2019-08-27T18:53:50.000Z","b'Killer Klowns from Outer Space'","1988","killer-klowns-from-outer-space-1988"
"tt3655682","253634","2019-08-27T18:53:18.000Z","b""Let's Be Evil""","2016","let-s-be-evil-2016"
"tt2238032","168784","2019-08-27T18:52:28.000Z","b'Skiptrace'","2016","skiptrace-2016"
"tt1099212","4433","2019-08-27T18:52:11.000Z","b'Twilight'","2008","twilight-2008"
"tt5607028","270505","2019-08-27T18:52:11.000Z","b'Fullmetal Alchemist'","2017","fullmetal-alchemist-2017"
"tt5340856","224944","2019-08-27T18:51:29.000Z","b'Derren Brown: Pushed to the Edge'","2016","derren-brown-pushed-to-the-edge-2016"
"tt5033790","280637","2019-08-27T18:50:41.000Z","b'Banking on Bitcoin'","2016","banking-on-bitcoin-2016"
"tt0875113","4321","2019-08-27T18:50:04.000Z","b'99 francs'","2007","99-francs-2007"
"tt1473357","31090","2019-08-27T18:49:51.000Z","b'Fatal'","2010","fatal-2010"
"tt0389860","4632","2019-08-27T18:49:18.000Z","b'Click'","2006","click-2006"
"tt1060277","3832","2019-08-27T18:47:51.000Z","b'Cloverfield'","2008","cloverfield-2008"
"tt1850457","164865","2019-08-27T18:47:32.000Z","b'Sisters'","2015","sisters-2015"
"tt1718801","38108","2019-08-27T18:46:47.000Z","b'Bacon on the Side'","2010","bacon-on-the-side-2010"
"tt5979872","280915","2019-08-27T18:45:50.000Z","b'Bleach'","2018","bleach-2018"
"tt5084170","270583","2019-08-27T18:45:48.000Z","b'Blade of the Immortal'","2017","blade-of-the-immortal-2017"
"tt1780798","79047","2019-08-27T18:45:00.000Z","b'Clown'","2014","clown-2014"
"tt0329098","16512","2019-08-27T18:44:46.000Z","b""Franklin's Magic Christmas""","2001","franklin-s-magic-christmas-2001"
"tt0116126","5782","2019-08-27T18:44:28.000Z","b""Don't Be a Menace to South Central While Drinking Your Juice in the Hood""","1996","don-t-be-a-menace-to-south-central-while-drinking-your-juice-in-the-hood-1996"
"tt7150410","337284","2019-08-27T18:44:01.000Z","b'Motivation 3: The Next Generation'","2017","motivation-3-the-next-generation-2017"
"tt2357129","80843","2019-08-27T18:43:35.000Z","b'Jobs'","2013","jobs-2013"
"tt1166827","7586","2019-08-27T18:43:12.000Z","b'Zeitgeist'","2007","zeitgeist-2007"
"tt5723286","318342","2019-08-27T18:42:52.000Z","b'Wheelman'","2017","wheelman-2017"
"tt5792472","280476","2019-08-27T18:42:27.000Z","b'Take the 10'","2017","take-the-10-2017"
"tt1666185","247047","2019-08-27T18:41:38.000Z","b'All Eyez on Me'","2017","all-eyez-on-me-2017"
"tt3810760","234946","2019-08-27T18:41:16.000Z","b'Minimalism: A Documentary About the Important Things'","2015","minimalism-a-documentary-about-the-important-things-2015"
"tt4225622","276945","2019-08-27T18:41:00.000Z","b'The Babysitter'","2017","the-babysitter-2017"
"tt0134067","8688","2019-08-27T18:40:47.000Z","b'The Rugrats Movie'","1998","the-rugrats-movie-1998"
"tt0213203","10055","2019-08-27T18:40:47.000Z","b'Rugrats in Paris: The Movie'","2000","rugrats-in-paris-the-movie-2000"
"tt5541848","260063","2019-08-27T18:40:32.000Z","b'What the Health'","2017","what-the-health-2017"
"tt1528854","172017","2019-08-27T18:40:17.000Z","b""Daddy's Home""","2015","daddy-s-home-2015"
"tt0430304","4521","2019-08-27T18:39:45.000Z","b'Little Man'","2006","little-man-2006"
"tt2937366","261098","2019-08-27T18:39:45.000Z","b'Little Evil'","2017","little-evil-2017"
"tt7291268","319883","2019-08-27T18:39:11.000Z","b'Gaga: Five Foot Two'","2017","gaga-five-foot-two-2017"
"tt2937254","162704","2019-08-27T18:38:48.000Z","b'Balls Out'","2014","balls-out-2014"
"tt1870425","74711","2019-08-27T18:38:29.000Z","b'Mac & Devin Go to High School'","2012","mac-devin-go-to-high-school-2012"
"tt0365686","6008","2019-08-27T18:37:52.000Z","b'Revolver'","2005","revolver-2005"
"tt2177843","70924","2019-08-27T18:37:14.000Z","b'We Are Legion: The Story of the Hacktivists'","2012","we-are-legion-the-story-of-the-hacktivists-2012"
"tt3312868","202707","2019-08-27T18:36:58.000Z","b'Deep Web'","2015","deep-web-2015"
"tt0846789","16198","2019-08-27T18:36:40.000Z","b'The Secret'","2006","the-secret-2006"
"tt6963560","394186","2019-08-27T18:36:11.000Z","b'Inside: Medical Marijuana'","","inside-medical-marijuana"
"tt0278488","4164","2019-08-27T18:35:45.000Z","b'How High'","2001","how-high-2001"
"tt6550440","283411","2019-08-27T18:35:23.000Z","b'Gad Gone Wild'","2017","gad-gone-wild-2017"
"tt0910936","5403","2019-08-27T18:35:05.000Z","b'Pineapple Express'","2008","pineapple-express-2008"
"tt2724064","127682","2019-08-27T18:33:29.000Z","b'Sharknado'","2013","sharknado-2013"
"tt4176826","199632","2019-08-27T18:33:17.000Z","b""Look Who's Back""","2015","look-who-s-back-2015"
"tt1111833","8536","2019-08-27T18:32:56.000Z","b'Super High Me'","2007","super-high-me-2007"
"tt3797808","189793","2019-08-27T18:28:56.000Z","b'Aliens on the Moon: The Truth Exposed'","2014","aliens-on-the-moon-the-truth-exposed-2014"
"tt1599348","42891","2019-08-27T18:25:44.000Z","b'Safe House'","2012","safe-house-2012"
"tt1327773","89895","2019-08-27T18:23:03.000Z","b'The Butler'","2013","the-butler-2013"
"tt0133152","712","2019-08-27T18:22:32.000Z","b'Planet of the Apes'","2001","planet-of-the-apes-2001"
"tt0238380","3879","2019-08-27T18:20:05.000Z","b'Equilibrium'","2002","equilibrium-2002"
"tt3503460","225241","2019-08-27T18:18:55.000Z","b'Embers'","2015","embers-2015"
"tt1674784","51688","2019-08-27T18:18:40.000Z","b'Trespass'","2011","trespass-2011"
"tt2381941","156518","2019-08-27T18:18:16.000Z","b'Focus'","2015","focus-2015"
"tt4073790","292416","2019-08-27T16:24:24.000Z","b'The Darkest Minds'","2018","the-darkest-minds-2018"
"tt2737304","250049","2019-08-27T16:23:17.000Z","b'Bird Box'","2018","bird-box-2018"
"tt2080374","202637","2019-08-27T16:20:53.000Z","b'Steve Jobs'","2015","steve-jobs-2015"
"tt3819668","194758","2019-08-27T16:20:28.000Z","b""Dragon Ball Z: Resurrection 'F'""","2015","dragon-ball-z-resurrection-f-2015"
"tt3616916","217503","2019-08-27T16:20:16.000Z","b'The Wave'","2015","the-wave-2015"
"tt3321300","188854","2019-08-27T16:20:08.000Z","b'Spooks: The Greater Good'","2015","spooks-the-greater-good-2015"
"tt3480796","193633","2019-08-27T16:19:19.000Z","b'Vice'","2015","vice-2015"
"tt2888046","223804","2019-08-27T16:19:09.000Z","b'Ip Man 3'","2015","ip-man-3-2015"
"tt2510894","103449","2019-08-27T16:18:48.000Z","b'Hotel Transylvania 2'","2015","hotel-transylvania-2-2015"
"tt1823672","123707","2019-08-27T16:18:19.000Z","b'Chappie'","2015","chappie-2015"
"tt2802144","128888","2019-08-27T16:18:17.000Z","b'Kingsman: The Secret Service'","2014","kingsman-the-secret-service-2014"
"tt2004420","122104","2019-08-27T16:17:04.000Z","b'Neighbors'","2014","neighbors-2014"
"tt2562232","121489","2019-08-27T16:16:18.000Z","b'Birdman or (The Unexpected Virtue of Ignorance)'","2014","birdman-or-the-unexpected-virtue-of-ignorance-2014"
"tt0936501","4267","2019-08-27T16:15:55.000Z","b'Taken'","2008","taken-2008"
"tt1397280","61849","2019-08-27T16:15:47.000Z","b'Taken 2'","2012","taken-2-2012"
"tt2446042","159491","2019-08-27T16:15:44.000Z","b'Taken 3'","2014","taken-3-2014"
"tt1790864","124008","2019-08-27T16:15:31.000Z","b'The Maze Runner'","2014","the-maze-runner-2014"
"tt0758774","7031","2019-08-27T04:03:21.000Z","b'Body of Lies'","2008","body-of-lies-2008"
"tt4123430","219417","2019-08-27T02:54:16.000Z","b'Fantastic Beasts: The Crimes of Grindelwald'","2018","fantastic-beasts-the-crimes-of-grindelwald-2018"
"tt0438488","417","2019-08-27T02:35:28.000Z","b'Terminator Salvation'","2009","terminator-salvation-2009"
"tt6292852","353379","2019-08-27T02:35:04.000Z","b'I Am Mother'","2019","i-am-mother-2019"
"tt0181852","249","2019-08-27T02:34:14.000Z","b'Terminator 3: Rise of the Machines'","2003","terminator-3-rise-of-the-machines-2003"
"tt1617661","56709","2019-08-27T02:31:03.000Z","b'Jupiter Ascending'","2015","jupiter-ascending-2015"
"tt0063350","5531","2019-08-27T02:29:53.000Z","b'Night of the Living Dead'","1968","night-of-the-living-dead-1968"
"tt4972582","254263","2019-08-27T02:29:52.000Z","b'Split'","2017","split-2017"
"tt0077402","765","2019-08-27T02:29:45.000Z","b'Dawn of the Dead'","1978","dawn-of-the-dead-1978"
"tt0088993","4174","2019-08-27T02:29:18.000Z","b'Day of the Dead'","1985","day-of-the-dead-1985"
"tt3053228","332358","2019-08-27T02:28:58.000Z","b'Day of the Dead: Bloodline'","2017","day-of-the-dead-bloodline-2017"
"tt1856101","216716","2019-08-27T02:24:59.000Z","b'Blade Runner 2049'","2017","blade-runner-2049-2017"
"tt6890582","298672","2019-08-27T02:23:52.000Z","b'Psychokinesis'","2018","psychokinesis-2018"
"tt0338013","29","2019-08-27T02:21:34.000Z","b'Eternal Sunshine of the Spotless Mind'","2004","eternal-sunshine-of-the-spotless-mind-2004"
"tt0101917","6387","2019-08-27T02:21:20.000Z","b""Freddy's Dead: The Final Nightmare""","1991","freddy-s-dead-the-final-nightmare-1991"
"tt5710514","272673","2019-08-27T02:21:10.000Z","b""I Don't Feel at Home in This World Anymore""","2017","i-don-t-feel-at-home-in-this-world-anymore-2017"
"tt2660888","118174","2019-08-27T02:19:42.000Z","b'Star Trek Beyond'","2016","star-trek-beyond-2016"
"tt0073195","457","2019-08-27T02:18:53.000Z","b'Jaws'","1975","jaws-1975"
"tt0485947","19769","2019-08-27T02:18:23.000Z","b'Mr. Nobody'","2009","mr-nobody-2009"
"tt1974419","195866","2019-08-27T02:17:41.000Z","b'The Neon Demon'","2016","the-neon-demon-2016"
"tt4425200","205127","2019-08-27T02:16:52.000Z","b'John Wick: Chapter 2'","2017","john-wick-chapter-2-2017"
"tt4633694","205404","2019-08-27T02:16:32.000Z","b'Spider-Man: Into the Spider-Verse'","2018","spider-man-into-the-spider-verse-2018"
"tt6823368","298686","2019-08-27T02:16:29.000Z","b'Glass'","2019","glass-2019"
"tt4154664","193963","2019-08-27T02:15:53.000Z","b'Captain Marvel'","2019","captain-marvel-2019"
"tt4154796","191798","2019-08-27T02:15:38.000Z","b'Avengers: Endgame'","2019","avengers-endgame-2019"
"tt2911666","149640","2019-04-24T17:24:26.000Z","b'John Wick'","2014","john-wick-2014"
"tt1488606","242616","2019-04-13T05:17:42.000Z","b'Triple Frontier'","2019","triple-frontier-2019"
"tt2177771","99984","2019-01-20T20:07:13.000Z","b'The Monuments Men'","2014","the-monuments-men-2014"
"tt2241351","209935","2019-01-20T20:06:36.000Z","b'Money Monster'","2016","money-monster-2016"
"tt4034354","223914","2019-01-19T20:49:14.000Z","b'Swiss Army Man'","2016","swiss-army-man-2016"
"tt3256226","280489","2019-01-19T18:11:01.000Z","b'IO'","2019","io-2019"
"tt1535108","50137","2019-01-19T18:10:42.000Z","b'Elysium'","2013","elysium-2013"
"tt0364970","4670","2019-01-19T18:09:41.000Z","b'Babylon A.D.'","2008","babylon-a-d-2008"
"tt5723416","296182","2019-01-13T22:17:10.000Z","b'The Beyond'","2018","the-beyond-2018"
"tt0167404","590","2019-01-12T11:47:25.000Z","b'The Sixth Sense'","1999","the-sixth-sense-1999"
"tt0120737","88","2019-01-12T11:45:00.000Z","b'The Lord of the Rings: The Fellowship of the Ring'","2001","the-lord-of-the-rings-the-fellowship-of-the-ring-2001"
"tt0167260","90","2019-01-12T11:44:57.000Z","b'The Lord of the Rings: The Return of the King'","2003","the-lord-of-the-rings-the-return-of-the-king-2003"
"tt0111257","1083","2019-01-08T20:33:44.000Z","b'Speed'","1994","speed-1994"
"tt4255110","221591","2019-01-05T17:06:15.000Z","b'Contracted: Phase II'","2015","contracted-phase-ii-2015"
"tt2281159","127180","2019-01-05T17:06:13.000Z","b'Contracted'","2013","contracted-2013"
"tt2669336","171172","2018-12-30T21:11:53.000Z","b'Time Lapse'","2014","time-lapse-2014"
"tt1068680","5414","2018-12-16T19:43:15.000Z","b'Yes Man'","2008","yes-man-2008"
"tt1428538","43151","2018-12-06T20:44:22.000Z","b'Hansel & Gretel: Witch Hunters'","2013","hansel-gretel-witch-hunters-2013"
