"imdb","trakt_id","watched_at","title","year","slug"
"tt3201640","284678","2018-12-06T20:43:59.000Z","b'Extinction'","2018","extinction-2018"
"tt3467412","219182","2018-12-05T21:10:11.000Z","b'Extinction'","2015","extinction-2015"
"tt1800241","107776","2018-11-30T20:11:34.000Z","b'American Hustle'","2013","american-hustle-2013"
"tt0276751","203","2018-11-28T22:57:07.000Z","b'About a Boy'","2002","about-a-boy-2002"
"tt0449010","1732","2018-11-28T22:56:19.000Z","b'Eragon'","2006","eragon-2006"
"tt3464902","154718","2018-11-24T16:55:28.000Z","b'The Lobster'","2015","the-lobster-2015"
"tt0097576","58","2018-11-19T23:59:13.000Z","b'Indiana Jones and the Last Crusade'","1989","indiana-jones-and-the-last-crusade-1989"
"tt0062622","33","2018-11-19T23:58:55.000Z","b'2001: A Space Odyssey'","1968","2001-a-space-odyssey-1968"
"tt0407887","952","2018-11-19T23:57:52.000Z","b'The Departed'","2006","the-departed-2006"
"tt0167261","89","2018-11-19T23:56:59.000Z","b'The Lord of the Rings: The Two Towers'","2002","the-lord-of-the-rings-the-two-towers-2002"
"tt3606756","159626","2018-11-19T23:55:55.000Z","b'Incredibles 2'","2018","incredibles-2-2018"
"tt1220888","37532","2018-11-19T10:17:22.000Z","b""Henry's Crime""","2010","henry-s-crime-2010"
"tt0102685","841","2018-11-19T10:16:07.000Z","b'Point Break'","1991","point-break-1991"
"tt2016940","56535","2018-11-19T10:15:26.000Z","b'Man of Tai Chi'","2013","man-of-tai-chi-2013"
"tt0970416","5413","2018-11-19T10:14:44.000Z","b'The Day the Earth Stood Still'","2008","the-day-the-earth-stood-still-2008"
"tt1628841","33179","2018-11-19T10:14:26.000Z","b'Independence Day: Resurgence'","2016","independence-day-resurgence-2016"
"tt2304933","195238","2018-11-16T20:25:04.000Z","b'The 5th Wave'","2016","the-5th-wave-2016"
"tt1241317","222668","2018-11-16T20:13:35.000Z","b'Death Note'","2017","death-note-2017"
"tt6010628","331956","2018-11-16T20:13:20.000Z","b'Zoe'","2018","zoe-2018"
"tt0429493","22059","2018-11-16T20:13:03.000Z","b'The A-Team'","2010","the-a-team-2010"
"tt0208092","76","2018-11-16T20:12:53.000Z","b'Snatch'","2000","snatch-2000"
"tt2436386","139232","2018-11-16T20:12:18.000Z","b'Project Almanac'","2015","project-almanac-2015"
"tt4693358","257504","2018-11-16T20:11:26.000Z","b'OtherLife'","2017","otherlife-2017"
"tt1666186","26388","2018-11-16T20:08:52.000Z","b'Vampires Suck'","2010","vampires-suck-2010"
"tt2053463","77331","2018-11-16T20:08:11.000Z","b'Side Effects'","2013","side-effects-2013"
"tt0266308","2134","2018-11-16T20:07:47.000Z","b'Battle Royale'","2000","battle-royale-2000"
"tt3748440","185206","2018-11-16T20:07:14.000Z","b'Blue Mountain State: The Rise of Thadland'","2016","blue-mountain-state-the-rise-of-thadland-2016"
"tt5246700","322525","2018-11-16T20:07:02.000Z","b'How It Ends'","2018","how-it-ends-2018"
"tt1727776","171365","2018-11-16T20:05:18.000Z","b'Scouts Guide to the Zombie Apocalypse'","2015","scouts-guide-to-the-zombie-apocalypse-2015"
"tt1278340","8695","2018-11-16T20:04:39.000Z","b'Dead Snow'","2009","dead-snow-2009"
"tt2832470","147365","2018-11-16T20:04:38.000Z","b'Dead Snow 2: Red vs. Dead'","2014","dead-snow-2-red-vs-dead-2014"
"tt7983844","349128","2018-11-16T20:04:18.000Z","b'Take Your Pills'","2018","take-your-pills-2018"
"tt2713180","139432","2018-11-16T20:04:12.000Z","b'Fury'","2014","fury-2014"
"tt0465580","7921","2018-11-16T20:02:23.000Z","b'Push'","2009","push-2009"
"tt1324999","35414","2018-11-16T20:02:01.000Z","b'The Twilight Saga: Breaking Dawn - Part 1'","2011","the-twilight-saga-breaking-dawn-part-1-2011"
"tt1673434","35415","2018-11-16T20:01:51.000Z","b'The Twilight Saga: Breaking Dawn - Part 2'","2012","the-twilight-saga-breaking-dawn-part-2-2012"
"tt0407304","44","2018-11-16T20:01:33.000Z","b'War of the Worlds'","2005","war-of-the-worlds-2005"
"tt1213663","76524","2018-11-16T20:01:11.000Z","b""The World's End""","2013","the-world-s-end-2013"
"tt4552524","220013","2018-11-16T20:00:43.000Z","b'Jeruzalem'","2016","jeruzalem-2016"
"tt4102722","258433","2018-11-13T17:19:01.000Z","b'The Night Watchmen'","2017","the-night-watchmen-2017"
"tt3717252","222674","2018-11-13T17:18:25.000Z","b'Underworld: Blood Wars'","2016","underworld-blood-wars-2016"
"tt0834001","7223","2018-11-13T17:18:08.000Z","b'Underworld: Rise of the Lycans'","2009","underworld-rise-of-the-lycans-2009"
"tt0092099","589","2018-11-13T17:18:00.000Z","b'Top Gun'","1986","top-gun-1986"
"tt0401855","677","2018-11-13T17:17:58.000Z","b'Underworld: Evolution'","2006","underworld-evolution-2006"
"tt1297919","39764","2018-11-13T17:17:40.000Z","b'Blitz'","2011","blitz-2011"
"tt1637688","34516","2018-11-13T17:17:14.000Z","b'In Time'","2011","in-time-2011"
"tt2580382","209916","2018-11-13T17:16:37.000Z","b'The Survivalist'","2015","the-survivalist-2015"
"tt1618442","172684","2018-11-13T17:16:28.000Z","b'The Last Witch Hunter'","2015","the-last-witch-hunter-2015"
"tt1764651","56223","2018-11-13T17:16:03.000Z","b'The Expendables 2'","2012","the-expendables-2-2012"
"tt2333784","92802","2018-11-13T17:15:44.000Z","b'The Expendables 3'","2014","the-expendables-3-2014"
"tt1320253","16982","2018-11-13T17:15:38.000Z","b'The Expendables'","2010","the-expendables-2010"
"tt1439572","36553","2018-11-13T17:14:28.000Z","b'Perfect Sense'","2011","perfect-sense-2011"
"tt1349856","16272","2018-11-13T17:14:18.000Z","b'Neuilly Yo Mama!'","2009","neuilly-yo-mama-2009"
"tt1219289","36449","2018-11-13T17:13:21.000Z","b'Limitless'","2011","limitless-2011"
"tt1988699","98767","2018-11-13T17:13:12.000Z","b'The New Watchdogs'","2012","the-new-watchdogs-2012"
"tt0363547","766","2018-11-13T17:12:38.000Z","b'Dawn of the Dead'","2004","dawn-of-the-dead-2004"
"tt1103153","24298","2018-11-13T17:12:18.000Z","b'Killers'","2010","killers-2010"
"tt0369610","91374","2018-11-13T17:11:22.000Z","b'Jurassic World'","2015","jurassic-world-2015"
"tt3327624","199267","2018-11-13T17:11:01.000Z","b'Infini'","2015","infini-2015"
"tt1034032","11334","2018-11-13T17:10:29.000Z","b'Gamer'","2009","gamer-2009"
"tt4741714","230869","2018-11-13T17:10:16.000Z","b'Five'","2016","five-2016"
"tt0103919","4807","2018-11-13T17:09:22.000Z","b'Candyman'","1992","candyman-1992"
"tt0165662","7259","2018-11-13T17:09:19.000Z","b'Candyman: Day of the Dead'","1999","candyman-day-of-the-dead-1999"
"tt0112625","5982","2018-11-13T17:09:14.000Z","b'Candyman: Farewell to the Flesh'","1995","candyman-farewell-to-the-flesh-1995"
"tt1121931","9155","2018-11-13T17:09:03.000Z","b'Crank: High Voltage'","2009","crank-high-voltage-2009"
"tt0479884","1319","2018-11-13T17:08:52.000Z","b'Crank'","2006","crank-2006"
"tt1706593","56686","2018-11-13T17:08:38.000Z","b'Chronicle'","2012","chronicle-2012"
"tt1284575","36940","2018-11-13T17:08:15.000Z","b'Bad Teacher'","2011","bad-teacher-2011"
"tt2094766","84393","2018-11-13T17:08:01.000Z","b""Assassin's Creed""","2016","assassin-s-creed-2016"
"tt1723121","93163","2018-11-13T17:07:22.000Z","b""We're the Millers""","2013","we-re-the-millers-2013"
"tt0964517","30905","2018-11-13T17:06:51.000Z","b'The Fighter'","2010","the-fighter-2010"
"tt0420293","194481","2018-11-13T17:06:30.000Z","b'The Stanford Prison Experiment'","2015","the-stanford-prison-experiment-2015"
"tt3175398","197628","2018-11-13T17:06:09.000Z","b'The Butler'","2013","the-butler-2013-01-01"
"tt0293564","3013","2018-11-13T17:05:55.000Z","b'Rush Hour 3'","2007","rush-hour-3-2007"
"tt0120812","1458","2018-11-13T17:05:49.000Z","b'Rush Hour'","1998","rush-hour-1998"
"tt0266915","3014","2018-11-13T17:05:47.000Z","b'Rush Hour 2'","2001","rush-hour-2-2001"
"tt1013743","24307","2018-11-13T17:05:10.000Z","b'Knight and Day'","2010","knight-and-day-2010"
"tt2084934","67187","2018-11-13T17:05:05.000Z","b'Kill Zombie!'","2012","kill-zombie-2012"
"tt1634122","41653","2018-11-13T17:04:26.000Z","b'Johnny English Reborn'","2011","johnny-english-reborn-2011"
"tt1753968","47673","2018-11-13T17:04:04.000Z","b'Jackass 3.5'","2011","jackass-3-5-2011"
"tt0493430","7012","2018-11-13T17:04:03.000Z","b'Jackass Number Two'","2006","jackass-number-two-2006"
"tt0322802","4470","2018-11-13T17:04:01.000Z","b'Jackass: The Movie'","2002","jackass-the-movie-2002"
"tt1116184","10019","2018-11-13T17:04:01.000Z","b'Jackass 3D'","2010","jackass-3d-2010"
"tt1117523","8474","2018-11-13T17:03:57.000Z","b'Jackass 2.5'","2007","jackass-2-5-2007"
"tt3195644","177585","2018-11-13T17:03:47.000Z","b'Insidious: Chapter 3'","2015","insidious-chapter-3-2015"
"tt5946668","360532","2018-11-13T17:03:43.000Z","b'4/20 Massacre'","2018","4-20-massacre-2018"
"tt1127896","15994","2018-11-13T17:03:36.000Z","b'Taking Woodstock'","2009","taking-woodstock-2009"
"tt0465494","1067","2018-11-13T17:03:22.000Z","b'Hitman'","2007","hitman-2007"
"tt1321870","61856","2018-11-13T17:02:45.000Z","b'Gangster Squad'","2013","gangster-squad-2013"
"tt3410834","161418","2018-11-13T17:02:07.000Z","b'Allegiant'","2016","allegiant-2016"
"tt2908446","161414","2018-11-13T17:02:02.000Z","b'Insurgent'","2015","insurgent-2015"
"tt1598778","25724","2018-11-13T17:01:48.000Z","b'Contagion'","2011","contagion-2011"
"tt0120591","64","2018-11-13T17:01:34.000Z","b'Armageddon'","1998","armageddon-1998"
"tt0471562","45643","2018-11-13T17:01:04.000Z","b'American Pie: Revealed'","2003","american-pie-revealed-2003"
"tt1407050","15833","2018-11-13T17:00:58.000Z","b'American Pie Presents: The Book of Love'","2009","american-pie-presents-the-book-of-love-2009"
"tt0436058","4098","2018-11-13T17:00:47.000Z","b'American Pie Presents: Band Camp'","2005","american-pie-presents-band-camp-2005"
"tt0974959","4101","2018-11-13T17:00:44.000Z","b'American Pie Presents: Beta House'","2007","american-pie-presents-beta-house-2007"
"tt3316948","160399","2018-11-13T16:59:58.000Z","b'American Ultra'","2015","american-ultra-2015"
"tt0790724","55894","2018-11-13T16:58:32.000Z","b'Jack Reacher'","2012","jack-reacher-2012"
"tt0831387","85943","2018-11-13T16:57:14.000Z","b'Godzilla'","2014","godzilla-2014"
"tt0116629","480","2018-11-12T20:32:33.000Z","b'Independence Day'","1996","independence-day-1996"
"tt0480249","3642","2018-11-12T20:32:06.000Z","b'I Am Legend'","2007","i-am-legend-2007"
"tt0448157","4428","2018-11-12T20:32:00.000Z","b'Hancock'","2008","hancock-2008"
"tt1596345","149552","2018-11-12T20:30:00.000Z","b'Pawn Sacrifice'","2015","pawn-sacrifice-2015"
"tt1318514","44345","2018-11-12T20:29:28.000Z","b'Rise of the Planet of the Apes'","2011","rise-of-the-planet-of-the-apes-2011"
"tt0356910","630","2018-11-12T20:28:29.000Z","b'Mr. & Mrs. Smith'","2005","mr-mrs-smith-2005"
"tt0887883","2878","2018-11-12T20:28:21.000Z","b'Burn After Reading'","2008","burn-after-reading-2008"
"tt0421715","2857","2018-11-12T20:28:18.000Z","b'The Curious Case of Benjamin Button'","2008","the-curious-case-of-benjamin-button-2008"
"tt4758646","224721","2018-11-12T20:28:18.000Z","b'War Machine'","2017","war-machine-2017"
"tt1764234","46735","2018-11-12T20:28:12.000Z","b'Killing Them Softly'","2012","killing-them-softly-2012"
"tt1211837","181311","2018-11-12T20:26:07.000Z","b'Doctor Strange'","2016","doctor-strange-2016"
"tt2381249","112447","2018-11-12T20:25:15.000Z","b'Mission: Impossible - Rogue Nation'","2015","mission-impossible-rogue-nation-2015"
"tt0416320","85","2018-11-12T20:22:47.000Z","b'Match Point'","2005","match-point-2005"
"tt2872732","146856","2018-11-12T20:22:21.000Z","b'Lucy'","2014","lucy-2014"
"tt1219827","196549","2018-11-12T20:22:08.000Z","b'Ghost in the Shell'","2017","ghost-in-the-shell-2017"
"tt1276104","42897","2018-11-12T20:21:39.000Z","b'Looper'","2012","looper-2012"
"tt0120338","475","2018-11-12T20:20:29.000Z","b'Titanic'","1997","titanic-1997"
"tt0450259","911","2018-11-12T20:20:21.000Z","b'Blood Diamond'","2006","blood-diamond-2006"
"tt0163978","1281","2018-11-12T20:20:19.000Z","b'The Beach'","2000","the-beach-2000"
"tt1616195","66426","2018-11-12T20:20:01.000Z","b'J. Edgar'","2011","j-edgar-2011"
"tt2316204","86997","2018-11-12T20:19:10.000Z","b'Alien: Covenant'","2017","alien-covenant-2017"
"tt4044364","190089","2018-11-12T20:18:35.000Z","b'Citizenfour'","2014","citizenfour-2014"
"tt2084970","127828","2018-11-12T20:18:32.000Z","b'The Imitation Game'","2014","the-imitation-game-2014"
"tt0830515","5927","2018-11-12T20:14:10.000Z","b'Quantum of Solace'","2008","quantum-of-solace-2008"
"tt0246460","23309","2018-11-12T20:14:07.000Z","b'Die Another Day'","2002","die-another-day-2002"
"tt1074638","24221","2018-11-12T20:14:05.000Z","b'Skyfall'","2012","skyfall-2012"
"tt2379713","128378","2018-11-12T20:14:03.000Z","b'Spectre'","2015","spectre-2015"
"tt0758730","351","2018-11-12T20:13:32.000Z","b'Aliens vs Predator: Requiem'","2007","aliens-vs-predator-requiem-2007"
"tt1144884","12223","2018-11-12T20:13:30.000Z","b'The Final Destination'","2009","the-final-destination-2009"
"tt0185937","1798","2018-11-12T20:13:23.000Z","b'The Blair Witch Project'","1999","the-blair-witch-project-1999"
"tt1536044","27415","2018-11-12T20:13:07.000Z","b'Paranormal Activity 2'","2010","paranormal-activity-2-2010"
"tt0414982","4586","2018-11-12T20:13:06.000Z","b'Final Destination 3'","2006","final-destination-3-2006"
"tt0418819","6757","2018-11-12T20:13:04.000Z","b'Land of the Dead'","2005","land-of-the-dead-2005"
"tt1245112","5837","2018-11-12T20:12:47.000Z","b'[REC]\xc2\xb2'","2009","rec-2009"
"tt0329101","3630","2018-11-12T20:12:42.000Z","b'Freddy vs. Jason'","2003","freddy-vs-jason-2003"
"tt0309593","4650","2018-11-12T20:12:35.000Z","b'Final Destination 2'","2003","final-destination-2-2003"
"tt1778304","53307","2018-11-12T20:12:30.000Z","b'Paranormal Activity 3'","2011","paranormal-activity-3-2011"
"tt0758746","7753","2018-11-12T20:12:08.000Z","b'Friday the 13th'","2009","friday-the-13th-2009"
"tt1772240","35205","2018-11-12T20:11:57.000Z","b'Apollo 18'","2011","apollo-18-2011"
"tt1649444","59759","2018-11-12T20:11:46.000Z","b'[REC]\xc2\xb3 Genesis'","2012","rec-genesis-2012"
"tt1714203","52583","2018-11-12T20:11:44.000Z","b'Piranha 3DD'","2012","piranha-3dd-2012"
"tt0195714","4810","2018-11-12T20:11:42.000Z","b'Final Destination'","2000","final-destination-2000"
"tt0318627","1033","2018-11-12T20:11:39.000Z","b'Resident Evil: Apocalypse'","2004","resident-evil-apocalypse-2004"
"tt1038686","13896","2018-11-12T20:11:26.000Z","b'Legion'","2010","legion-2010"
"tt1038988","4126","2018-11-12T20:11:26.000Z","b'[REC]'","2007","rec-2007"
"tt0464154","29357","2018-11-12T20:11:20.000Z","b'Piranha 3D'","2010","piranha-3d-2010"
"tt0432021","3956","2018-11-12T20:11:16.000Z","b'Resident Evil: Extinction'","2007","resident-evil-extinction-2007"
"tt0110148","504","2018-11-12T20:11:11.000Z","b'Interview with the Vampire'","1994","interview-with-the-vampire-1994"
"tt1622979","39712","2018-11-12T20:11:03.000Z","b'Final Destination 5'","2011","final-destination-5-2011"
"tt1093357","52424","2018-11-12T20:11:00.000Z","b'The Darkest Hour'","2011","the-darkest-hour-2011"
"tt1179904","14324","2018-11-12T20:10:48.000Z","b'Paranormal Activity'","2009","paranormal-activity-2009"
"tt0822847","24733","2018-11-12T20:10:43.000Z","b'Priest'","2011","priest-2011"
"tt0298130","446","2018-11-12T20:10:41.000Z","b'The Ring'","2002","the-ring-2002"
"tt1220634","22685","2018-11-12T20:10:16.000Z","b'Resident Evil: Afterlife'","2010","resident-evil-afterlife-2010"
"tt1131734","12268","2018-11-12T20:10:09.000Z","b""Jennifer's Body""","2009","jennifer-s-body-2009"
"tt0120804","1032","2018-11-12T20:09:55.000Z","b'Resident Evil'","2002","resident-evil-2002"
"tt1496025","36998","2018-11-12T20:09:40.000Z","b'Underworld: Awakening'","2012","underworld-awakening-2012"
"tt0433362","12219","2018-11-12T20:09:38.000Z","b'Daybreakers'","2009","daybreakers-2009"
"tt0816711","53002","2018-11-12T20:09:31.000Z","b'World War Z'","2013","world-war-z-2013"
"tt1156398","12222","2018-11-12T20:09:22.000Z","b'Zombieland'","2009","zombieland-2009"
"tt1288558","77335","2018-11-12T20:09:07.000Z","b'Evil Dead'","2013","evil-dead-2013"
"tt1641638","29967","2018-11-12T20:08:46.000Z","b'The Legend Is Born: Ip Man'","2010","the-legend-is-born-ip-man-2010"
"tt0399295","1210","2018-11-12T20:08:25.000Z","b'Lord of War'","2005","lord-of-war-2005"
"tt0120102","808","2018-11-12T20:07:17.000Z","b'Seven Years in Tibet'","1997","seven-years-in-tibet-1997"
"tt1220719","8923","2018-11-12T20:07:09.000Z","b'Ip Man'","2008","ip-man-2008"
"tt0332452","527","2018-11-12T20:06:24.000Z","b'Troy'","2004","troy-2004"
"tt1542344","29851","2018-11-12T20:06:11.000Z","b'127 Hours'","2010","127-hours-2010"
"tt1389137","54823","2018-11-12T20:06:09.000Z","b'We Bought a Zoo'","2011","we-bought-a-zoo-2011"
"tt1343727","34095","2018-11-12T20:05:29.000Z","b'Dredd'","2012","dredd-2012"
"tt1071875","52591","2018-11-12T20:05:29.000Z","b'Ghost Rider: Spirit of Vengeance'","2011","ghost-rider-spirit-of-vengeance-2011"
"tt0458481","152","2018-11-12T20:05:20.000Z","b'Sin City: A Dame to Kill For'","2014","sin-city-a-dame-to-kill-for-2014"
"tt1046173","9010","2018-11-12T20:05:18.000Z","b'G.I. Joe: The Rise of Cobra'","2009","g-i-joe-the-rise-of-cobra-2009"
"tt0259324","866","2018-11-12T20:05:12.000Z","b'Ghost Rider'","2007","ghost-rider-2007"
"tt0287978","4766","2018-11-12T20:05:11.000Z","b'Daredevil'","2003","daredevil-2003"
"tt0480255","22226","2018-11-12T20:05:10.000Z","b'The Losers'","2010","the-losers-2010"
"tt0357277","5177","2018-11-12T20:05:09.000Z","b'Elektra'","2005","elektra-2005"
"tt0120912","486","2018-11-12T20:05:03.000Z","b'Men in Black II'","2002","men-in-black-ii-2002"
"tt0330793","3843","2018-11-12T20:05:01.000Z","b'The Punisher'","2004","the-punisher-2004"
"tt1409024","27168","2018-11-12T20:05:01.000Z","b'Men in Black 3'","2012","men-in-black-3-2012"
"tt0970452","21128","2018-11-12T20:04:55.000Z","b'Solomon Kane'","2009","solomon-kane-2009"
"tt0411477","6375","2018-11-12T20:04:53.000Z","b'Hellboy II: The Golden Army'","2008","hellboy-ii-the-golden-army-2008"
"tt0409847","34777","2018-11-12T20:04:52.000Z","b'Cowboys & Aliens'","2011","cowboys-aliens-2011"
"tt0167190","981","2018-11-12T20:04:47.000Z","b'Hellboy'","2004","hellboy-2004"
"tt0120667","5004","2018-11-12T20:04:38.000Z","b'Fantastic Four'","2005","fantastic-four-2005"
"tt0409459","7729","2018-11-12T20:04:34.000Z","b'Watchmen'","2009","watchmen-2009"
"tt1650554","42809","2018-11-12T20:04:30.000Z","b'Kick-Ass 2'","2013","kick-ass-2-2013"
"tt1250777","14160","2018-11-12T20:04:29.000Z","b'Kick-Ass'","2010","kick-ass-2010"
"tt0486576","1343","2018-11-12T20:04:25.000Z","b'Fantastic Four: Rise of the Silver Surfer'","2007","fantastic-four-rise-of-the-silver-surfer-2007"
"tt0376994","23308","2018-11-12T20:04:21.000Z","b'X-Men: The Last Stand'","2006","x-men-the-last-stand-2006"
"tt0416449","884","2018-11-12T20:04:20.000Z","b'300'","2007","300-2007"
"tt1253863","37540","2018-11-12T20:04:19.000Z","b'300: Rise of an Empire'","2014","300-rise-of-an-empire-2014"
"tt1270798","34517","2018-11-12T20:04:19.000Z","b'X-Men: First Class'","2011","x-men-first-class-2011"
"tt0290334","23300","2018-11-12T20:04:13.000Z","b'X2'","2003","x2-2003"
"tt0418279","1237","2018-11-12T20:04:09.000Z","b'Transformers'","2007","transformers-2007"
"tt1877832","87348","2018-11-12T20:04:02.000Z","b'X-Men: Days of Future Past'","2014","x-men-days-of-future-past-2014"
"tt0286716","1301","2018-11-12T20:03:47.000Z","b'Hulk'","2003","hulk-2003"
"tt2397535","128287","2018-11-12T20:01:28.000Z","b'Predestination'","2014","predestination-2014"
"tt1483013","55753","2018-11-12T20:01:06.000Z","b'Oblivion'","2013","oblivion-2013"
"tt0453467","3948","2018-11-12T20:01:01.000Z","b'D\xc3\xa9j\xc3\xa0 Vu'","2006","deja-vu-2006"
"tt0181689","145","2018-11-12T20:00:55.000Z","b'Minority Report'","2002","minority-report-2002"
"tt1712170","69207","2018-11-12T20:00:53.000Z","b'Alex Cross'","2012","alex-cross-2012"
"tt0399201","1081","2018-11-12T20:00:35.000Z","b'The Island'","2005","the-island-2005"
"tt0114746","34","2018-11-12T20:00:17.000Z","b'Twelve Monkeys'","1995","twelve-monkeys-1995"
"tt0211933","7942","2018-11-12T19:59:59.000Z","b'Awake'","2007","awake-2007"
"tt0945513","31151","2018-11-12T19:59:55.000Z","b'Source Code'","2011","source-code-2011"
"tt1386703","46685","2018-11-12T19:59:45.000Z","b'Total Recall'","2012","total-recall-2012"
"tt0123755","343","2018-11-12T19:59:43.000Z","b'Cube'","1997","cube-1997"
"tt0361862","2679","2018-11-12T19:59:29.000Z","b'The Machinist'","2004","the-machinist-2004"
"tt0443543","985","2018-11-12T19:59:28.000Z","b'The Illusionist'","2006","the-illusionist-2006"
"tt0401792","151","2018-11-12T19:58:51.000Z","b'Sin City'","2005","sin-city-2005"
"tt5397194","239755","2018-11-12T19:56:49.000Z","b'Anon'","2018","anon-2018"
"tt1355644","172700","2018-11-12T19:56:41.000Z","b'Passengers'","2016","passengers-2016"
"tt2548396","233151","2018-11-12T19:55:41.000Z","b'The Cloverfield Paradox'","2018","the-cloverfield-paradox-2018"
"tt4644488","228037","2018-11-12T19:55:32.000Z","b'Dragon Ball Super'","","dragon-ball-super"
"tt2386404","177203","2018-11-12T19:55:02.000Z","b'He Never Died'","2015","he-never-died-2015"
"tt2109248","67751","2018-11-12T19:54:50.000Z","b'Transformers: Age of Extinction'","2014","transformers-age-of-extinction-2014"
"tt1371111","62551","2018-11-12T19:54:48.000Z","b'Cloud Atlas'","2012","cloud-atlas-2012"
"tt2109184","62121","2018-11-12T19:54:27.000Z","b'Paranormal Activity 4'","2012","paranormal-activity-4-2012"
"tt0914863","24627","2018-11-12T19:54:21.000Z","b'Unthinkable'","2010","unthinkable-2010"
"tt1399103","24763","2018-11-12T19:54:14.000Z","b'Transformers: Dark of the Moon'","2011","transformers-dark-of-the-moon-2011"
"tt0120903","23299","2018-11-12T19:54:03.000Z","b'X-Men'","2000","x-men-2000"
"tt0464913","9198","2018-11-12T19:53:56.000Z","b'OSS 117: Cairo, Nest of Spies'","2006","oss-117-cairo-nest-of-spies-2006"
"tt1190080","8477","2018-11-12T19:53:50.000Z","b'2012'","2009","2012-2009"
"tt3569230","174599","2018-11-12T19:53:17.000Z","b'Legend'","2015","legend-2015"
"tt2294449","117143","2018-11-12T19:53:07.000Z","b'22 Jump Street'","2014","22-jump-street-2014"
"tt2637276","132669","2018-11-12T19:53:05.000Z","b'Ted 2'","2015","ted-2-2015"
"tt2692250","114222","2018-11-12T19:52:50.000Z","b'Night at the Museum: Secret of the Tomb'","2014","night-at-the-museum-secret-of-the-tomb-2014"
"tt1980209","90856","2018-11-12T19:51:59.000Z","b'Pain & Gain'","2013","pain-gain-2013"
"tt2103281","83040","2018-11-12T19:51:57.000Z","b'Dawn of the Planet of the Apes'","2014","dawn-of-the-planet-of-the-apes-2014"
"tt1411697","30842","2018-11-12T19:51:40.000Z","b'The Hangover Part II'","2011","the-hangover-part-ii-2011"
"tt1119646","11534","2018-11-12T19:51:34.000Z","b'The Hangover'","2009","the-hangover-2009"
"tt1951261","77344","2018-11-12T19:51:19.000Z","b'The Hangover Part III'","2013","the-hangover-part-iii-2013"
"tt8633296","398313","2018-11-12T19:51:01.000Z","b'Alien Predator'","2018","alien-predator-2018"
"tt5519340","264716","2018-11-12T19:50:43.000Z","b'Bright'","2017","bright-2017"
"tt4229236","199790","2018-11-12T19:50:29.000Z","b'Cobain: Montage of Heck'","2015","cobain-montage-of-heck-2015"
"tt1596363","199563","2018-11-12T19:50:28.000Z","b'The Big Short'","2015","the-big-short-2015"
"tt0890870","537","2018-11-12T19:50:15.000Z","b'Saw IV'","2007","saw-iv-2007"
"tt1477076","27417","2018-11-12T19:50:03.000Z","b'Saw 3D'","2010","saw-3d-2010"
"tt1233227","13853","2018-11-12T19:50:02.000Z","b'Saw VI'","2009","saw-vi-2009"
